idx,ang,mag
187,153.58984914905142,2.221199910266469
188,180.06523695799564,4.984866513036263
190,153.33874407440507,2.2270908147203294
191,180.15804556843776,7.003078401196994
192,134.97274788683433,1.4065099518967696
194,143.11922379293523,5.016278166536347
197,90.09991451165712,1.9949371155798485
198,103.96377101724647,4.125610666359384
199,270.0705396892697,0.9914863471591023
200,180.16125575734767,1.9842607888166133
201,333.3976272489253,2.2209602501086976
202,331.4341630135055,0.009381810337260835
203,180.03026638944516,0.9821778713930752
205,44.98769325135472,1.4064019293306043
206,225.13881642306868,1.3982706479877944
207,235.71312405078567,0.0016251863959587827
208,90.02459118549021,0.9954834901212068
209,179.96987021433824,0.9864503317371298
210,314.817127262923,1.3927709451325996
211,359.94737714438,0.9968265923044409
212,90.0596505464999,0.9965825714005199
213,270.0946297664724,0.9977735776960511
214,89.96471091703671,1.9820560399641471
215,180.00876495393797,0.9979858515087774
216,26.534077689563738,2.2216834409912596
217,199.38452264802507,0.0017469814186232557
218,89.97208069115115,1.0020142791259086
220,61.896383202138644,0.006607954215250489
221,21.62702048792187,5.364131185435362
223,13.94151746399969,4.118766515468783
224,333.3672653505173,2.2182726951090763
225,134.9814768685936,1.4018919201599147
226,180.06251854270596,1.9855968853384016
227,189.68330444153247,6.082757599284252
228,198.0830164413008,3.135971638313596
229,76.18718800255633,4.086469171320808
230,198.28945207877527,3.1428999278183025
231,136.14120200852673,0.0054174503499208534
232,179.5077805962302,0.9804438952605028
233,268.3153176763599,0.0020760926942987
234,63.37802881803283,2.1843709016950443
235,270.1250719196031,0.9786400268572593
237,90.43931344170421,0.9791242401864788
238,359.3678649784591,0.9847401081881503
240,179.64393358714523,0.9723088149504626
241,314.9955010681925,1.3742704925126703
243,63.494743090570005,2.1839888725735936
244,90.26021222128814,0.9810587017145038
245,135.12179627490232,1.3907169706090297
246,359.3990235544008,1.9755725419367713
247,179.74936438717356,0.9836519898442246
248,359.64284385877136,3.985123811741966
249,179.81843126006072,0.9823047367131887
250,314.9982399740496,1.4066608477820233
252,45.058249105480954,2.801756698273111
253,44.5739545423812,1.4074981888587683
256,71.72154885149945,3.1586415517908804
258,359.9047423265134,1.9824246148151576
259,33.663727965999236,3.5903671432317994
260,134.8724670494402,1.4056932661900916
261,224.86503512037788,1.4107216483507348
262,180.15779968162764,6.0056380121017865
264,180.09747545087808,1.9910307136627756
265,45.130731072953125,2.8183785601126163
266,0.18654373871322139,0.9841971108941523
267,180.27697282226603,0.9911614828503814
268,355.91438318285253,0.0017133384823752684
269,36.869897309578676,0.000152587890625
271,175.48601494876496,0.002326552557683828
272,180.15255409634506,0.9971348823801806
273,180.05794231596207,0.9957280483433949
274,89.68064334945588,0.9964754401792979
275,269.45244172032943,0.9963223531605642
276,89.54355462262455,0.9960032852082287
277,0.007928383036693635,1.9848633002531044
278,270.03858123414324,0.9970705385422707
279,333.5382505986521,2.2103316762659455
14,12.730259400552445,0.3215016908634769
33,347.8419217679188,1.7646789606855486
38,353.1349986364482,2.774223174712279
40,17.328125037525233,3.270119397133823
41,344.7368119032989,11.973870921320586
43,17.834503309758933,6.221520741746164
43,348.38998468465707,12.917520103256798
45,334.254477895398,20.612571051325965
45,51.497058190768215,4.95091220602244
46,358.9114273952501,24.272019747444524
46,51.8137535720142,5.069843811699762
47,352.89977631294306,12.920400250707042
48,33.002893503422165,10.736061026693394
48,341.3691615198147,15.870518023978512
49,355.6915008767435,19.43881469599321
50,358.55506142153104,23.96565894221147
51,0.6366995622580105,27.136135921836946
52,0.2993158048203251,20.01392971227719
53,18.3875129910036,6.323616563270991
53,60.452829551245614,3.8651331647471396
54,4.260673711801247,27.74726138292738
55,4.396349016361203,13.032242044280293
55,356.10700689716475,29.575536624715184
56,358.83250146446113,35.60434572314874
57,51.34302376460609,12.813831268106817
58,66.10385486294737,9.844916796966073
61,14.87588563491014,11.37867987646895
65,19.483164126332856,11.572400573434548
66,8.73704394381785,12.086295698995656
67,345.4660097292786,11.3487684305621
68,2.6218613876802475,13.860089952654038
69,8.289434326750234,12.135700160536098
70,9.666907604970678,15.164917401819674
71,336.51026056691603,15.015357745683284
72,9.30766185274281,13.014177890651434
73,8.524014612473383,13.102218431212222
74,347.7423973739753,14.590649977627676
75,21.285420529414733,15.073288987109938
76,354.67978209414315,16.074711839829238
77,0.28480677547592553,14.000844359887918
78,357.64860663293285,19.72728856522151
79,359.9998859794519,23.00280761723305
80,359.7625525556098,20.86185822522864
81,3.680105071029224,19.38746602672396
82,345.74151053209295,17.39195505159485
83,356.76069783564367,23.94063332552594
84,356.9831082183697,24.686129955604358
85,18.709462495268614,29.90698734573626
86,1.384453838273903,18.693826811168428
87,336.2630487000966,19.33800595910792
88,321.113226375692,16.815760941881187
89,8.084632812034695,15.586271478246426
90,281.472413527393,7.737102314994974
91,240.5834860611116,11.549436732334147
92,61.16724684786144,0.7708898287471979
93,85.43055130822627,9.989882707465792
94,70.77109387754633,8.251873174328015
95,322.1318671281294,10.507637196458072
96,50.464671682626204,10.079896377008005
97,60.29046912448524,16.338683683194716
98,286.6836566188159,23.548794981135938
99,255.20575311176086,20.56562025971931
100,227.23830729090386,15.161937390177517
101,2.4702444215974815,8.994075609351668
102,302.99971496097993,54.961845086519034
103,358.2854786574674,34.01707544318538
104,4.52832065084372,36.50311479849731
105,351.441772969974,51.109324875221276
38,355.6065734508299,2.8326644706254993
40,16.906254988344813,3.4416494494659657
43,33.333047772427655,6.926235411946188
44,324.2396976569412,18.605942558620317
46,351.9087478808859,13.659075727876482
47,17.674777628470892,6.205464156648107
47,7.434972538939761,13.039101907762047
48,350.87499448113624,22.070013346881108
48,26.020700180978068,6.648262254991803
49,329.4852214678084,26.04208616948994
50,332.19975891757224,26.7715819464516
51,351.72304955150526,25.883468924393657
52,357.2323753317991,28.144400432685195
53,21.414710887761196,24.542392727828584
54,43.95009530887599,6.949556867901152
54,8.684266218327515,31.732329183970258
55,345.9877849554488,21.319814436831464
56,358.7942922123053,30.303630235673086
57,26.51162344266732,13.435807338031829
57,3.9020281624466935,44.08169834594145
60,48.33735120901779,10.516238418056325
63,4.543062760393546,11.987676481863653
65,5.313915348800246,10.056434307477344
66,358.4609254065124,9.17958115379133
67,327.6351486178946,15.27749585792638
68,359.0513897107313,11.031449644088283
69,17.71157698017163,19.011848246736353
70,344.7830403311488,12.339876906223092
71,5.326795804914421,13.523245370663991
72,19.40816523415153,11.686836488596256
73,355.8066023708629,14.954279556191645
74,17.991659132371755,19.146886558962713
75,354.61397450215054,12.0837466018233
76,359.09736467453,22.002913469909053
77,358.4902820931737,13.020633123865299
78,355.0247860481779,20.89592911845145
79,3.2869482833458887,24.014986096342913
80,7.521694597057767,21.07680496768457
81,3.9274868388042696,21.757181192023545
82,358.93847643846726,15.860029355478597
83,2.7424073963418025,18.983166528334426
84,5.377553928844548,24.552902789188263
85,18.014987643481934,24.727894061082473
86,316.9449258497733,11.737023887884504
87,336.98346631789826,14.859998737719803
88,74.1124360798949,11.44560584178171
89,331.02607799361743,24.13329413222403
90,276.84064368515385,11.63673289849139
91,271.98534907213696,10.79445883316402
92,61.3087000655724,0.7699154370424388
93,86.15030981277305,10.354907642303937
94,50.858292069399454,5.786533579608397
95,41.08227304621147,9.104137660647782
96,320.55793882635913,24.12266805631033
97,34.5402632176599,16.75025454861145
98,325.6249556432681,8.434083839175697
99,255.07132815870585,20.554582297283545
100,227.22076736511528,15.162825519219451
101,3.661401024873967,7.609082792134383
102,304.8831567000839,59.50309962727687
103,355.72167622560977,21.13055233896935
104,321.9391909067379,49.220379253950846
105,326.200651797841,84.36413608056607
