idx,ang,mag
2,219.97093137249695,0.0027078224886331937
3,83.03652902300179,0.012082533159015129
4,89.4459238986284,1.8934906355543593
10,134.7884420622707,1.3616775262018221
11,269.4602827774966,0.9589658859708147
12,89.67108108461787,0.9675147218879436
13,176.57612680067732,0.007153882730396814
14,332.850317360543,0.002675122924903702
15,269.5118916868652,0.9600568104520674
16,88.74412196140958,0.9217607282880268
17,182.0325090238777,0.9387619966867099
42,268.53233327685865,0.9126834517797461
43,333.7685953133162,2.1655861204701137
44,133.97017173932483,1.3531256608680582
45,70.7535607819469,3.0581273080118163
46,276.4529211667289,0.9900369936510732
51,0.25709472366162683,2.9516898716139943
52,271.43491778730396,0.9286359341536478
53,320.30092563808074,0.0546564627174875
55,286.1194351820487,5.172281235258701
56,61.32687519895381,2.1022129656421815
57,358.5676407089915,0.9962219324100895
58,317.8491984996534,1.369662509512792
61,39.95527134259186,1.3668983875854452
63,24.5199863844685,2.198312397525777
64,40.08947431449885,1.3973532384615124
66,13.454883561109206,4.057344024520433
67,16.810671613552362,3.1353290255081214
68,342.95154047313554,3.1269072434575538
69,356.7046002113299,1.0591243776760852
70,31.587019194140613,3.539749089039091
71,342.5061370071698,3.138825698838499
72,359.35991741302956,2.0379079294082407
73,346.73969572173974,4.043413304222732
74,359.4687760075259,3.00189904429182
75,346.54781863248115,4.0632601563233095
76,29.491701571888292,5.755596436179602
77,327.6165875788251,3.5703212412647862
78,306.990918927004,4.9297717388742255
79,24.7890514415374,4.407187374404817
80,12.456803385620875,4.127375323074463
81,332.0034746487517,4.14331418826729
82,15.546905617086997,7.1772798210029976
83,339.0296441441669,5.290278150307925
84,359.0859345663974,3.0741827048075296
85,0.09640614578317303,5.967110497696904
86,359.5854086112777,4.997750468127774
87,29.590800786556006,5.755485350760422
88,341.84521033703896,6.100572461854827
90,359.9421536538256,5.017702752611394
91,30.08100346328782,8.073926519257798
92,0.34412243274499055,2.027380316602996
93,307.65872018253447,3.9271055753943998
94,166.79119779571707,8.823901049202297
95,266.8527009674933,3.989843636948416
96,69.55333262023558,8.63857964629891
97,25.317699545559922,6.626863426236098
101,331.548660889657,2.269670624154857
102,18.490577130484507,6.301763796422941
103,14.510062410511551,3.975749890786966
104,207.03628795254198,4.404072826463799
105,188.02799443580156,0.058125788878142993
106,89.68684516122225,1.9319136217407091
108,18.216626780611758,3.145566519325893
109,359.9930359234475,3.0129394753807492
110,8.395835013640692,7.036901641127895
111,13.879491662373157,12.407118870058744
112,9.422162290215258,12.096668898164287
113,344.85325809091114,11.49004804047395
114,13.836359017764527,12.284251026779167
118,11.349257475852042,20.41363683666732
120,0.15670609734466037,23.019006994406368
122,8.43465439378846,28.29070876361326
124,1.3845481802618136,41.075621489057106
125,357.16370012757216,42.07421597754002
126,359.9588486738747,51.965528539895836
127,1.8516386707810693,61.04542497251517
128,324.450368011701,86.01871007173892
129,326.32248188206654,108.13891207212914
130,1.7589345408888961,132.46259118238993
131,295.8445795412038,279.8217971730276
2,26.56505088990245,0.00047767565437312404
3,348.23171127234133,0.0007481476240314491
4,89.82617419010134,0.9958541923318363
5,171.5504599490036,0.008515279307916877
6,173.54508009232242,0.008415163373698525
7,270.42501284681504,0.9997223290676597
8,89.84197924784075,0.9958839144062056
9,44.99037410060395,1.4129404103121996
10,179.92987262655865,0.9972846826337919
11,315.1205447564225,1.4154251294637072
12,90.0227948457385,0.9972534968822468
13,179.95619617561988,0.997833543623363
14,270.13673788270546,0.9974088463067167
15,44.97729428834337,1.4156378998600234
16,179.95789006253403,0.9966128179606636
17,89.85441702231934,0.9968904249834998
18,315.0235799758704,1.4157026461307887
19,341.4986448310052,3.1557463874721896
20,33.71065478069181,7.208758473441861
21,8.052505309726246,7.055312844612996
24,45.233252212395016,2.825278396156157
26,160.10649165502556,11.695270598655982
28,165.92742475252055,4.109539318901529
29,90.00959209007287,2.004241971472256
30,134.86713950188758,2.8288231565534074
31,113.0088675916893,0.004840668959691981
32,254.2841830078077,0.007323328599879084
33,359.7542099064254,0.9959503262242725
34,89.763206676143,1.004250519812937
35,44.66950888886968,1.4178840323564008
36,179.65695192770326,1.0041073535551106
38,179.81987926016475,2.0095008962125993
39,180.13845658589815,2.0079709507245402
41,346.0514628090808,4.129268594702177
43,359.9477355592237,1.0036625269408994
44,350.4708504803993,6.082340217394612
46,116.54048520393609,2.2283571324418916
47,140.11959595476242,7.816977029510789
48,153.349467471402,6.70587760768711
49,171.89793899283882,7.065272488127175
52,158.93227285367365,13.92323690125873
53,155.54459464799572,12.078176756460474
54,150.27025426902017,8.058230534049747
57,153.56565661901124,4.475027300962657
58,128.55840795424862,6.393340026986197
59,145.02794747725198,12.20022860948988
63,133.45941019319127,5.775016195955855
64,150.91548857953293,10.286466455657585
65,146.31358032434514,3.5908746143361125
68,143.21174553543224,4.99459125186869
69,125.51838637732432,8.599657961785901
73,143.1118335282533,9.989954121332646
74,125.57058268296156,8.599928509701318
78,123.66681771598225,3.58704915040273
79,144.47871830571293,8.605142410790082
80,134.65593639237244,2.810135483870509
84,150.92279688194486,10.28838957355241
85,153.19979070593035,6.717199865114291
86,180.31800859879945,2.9911349389973103
87,161.50006881176162,6.296958923963799
89,341.518421643747,3.1541915811024412
90,71.5592294058741,3.1352659112949683
91,134.88832674869295,2.8122480763088316
92,161.5436454186663,3.1506393704534057
93,120.93314378371136,5.817271777622737
94,269.76718366747275,0.9913717097231838
95,160.76932053284028,0.0027796136564296144
96,44.92293964292841,1.3958509372391679
97,180.00530887821793,0.9877319378367551
98,269.82684536987284,0.9895980250895084
99,222.3245735793483,0.0023114925071410033
100,115.70996152161922,0.001829019050753381
101,315.1158490013681,1.3980967679970764
102,179.7853185029645,0.985541585759875
103,315.00175410637763,1.4085598161876376
104,224.98577920452536,1.3915123010752
105,44.96266402314121,1.39086517794103
106,179.79250386197134,0.985968379237647
107,44.8086705781141,1.395835877945227
108,44.92731779418639,1.3949228920207806
109,359.85098204095834,3.989454411176166
110,341.4461821479903,3.14915009937514
113,0.12181283532982051,4.004830828308142
117,168.8265122061108,5.08441260042352
118,152.8213162636416,2.214822424259488
119,165.55567121637512,4.125586185045365
120,180.08191627994879,1.0032969237035851
121,225.30347862357934,1.4096153904854631
122,0.4056270589213389,1.0000860970656709
123,90.15752715730618,0.998996695573558
124,89.86773589120087,1.004732901602608
125,134.98246041583408,1.409207257207982
126,225.32194745509506,1.405560919361938
128,90.02629873278272,1.9942323878880077
129,129.80557317593627,0.001906799237281898
130,251.56505054827977,0.0007720404443770458
132,45.3570493911015,1.4059112948904773
133,90.00346541038736,1.0093078631735928
134,269.77085147905706,1.0072407214035202
135,0.08438511956565636,1.9891989347633403
136,33.514573709999084,3.5923642036645824
138,18.41286836074998,3.1553102294561968
139,14.09424390893576,4.109237132823853
143,89.65737289495365,1.0002620249428003
144,165.91349116661374,4.116838055032873
145,134.6961935273405,2.8162097372947636
146,90.05498552729676,2.9889234957513304
147,206.3288306186904,2.198118267354072
149,206.72768634546247,2.2309863073357157
150,134.97767928341506,2.8246078231455387
151,270.46172511360385,0.99975780491529
152,180.03715122012852,1.9766239507267467
153,134.94285897902634,1.4064673338608182
154,333.2805765895715,2.2085482281037314
155,134.9499760361415,1.408625090110774
156,311.8911459394758,0.006764240294983897
159,135.1107586892036,1.4176904602956815
160,135.08379310236037,4.2352435543730085
161,123.68493137766112,3.5864479216170726
162,198.70415384442177,3.150712531281781
164,269.8369882007903,0.9868204002544924
165,63.45648037083959,4.467577879852244
166,134.86200319963172,4.24666673405399
167,165.87976369249222,4.130223000772676
171,119.71045796000904,8.063356923475528
174,191.30368485984798,5.103203051590539
175,116.59803637788261,2.2045963411879663
176,71.72817413499436,3.1523504156682707
180,116.51578723989732,2.2060161705842525
181,111.69632379926628,5.38868172602498
182,116.49744135178666,2.209210495754629
185,153.0205665421092,2.219175355898332
186,123.63729763838946,3.6017270516064115
